,model_id,model,d_model,e_layers,seq_len,pred_len,c_out,batch_size,buffer_size,lr,sample_type,eq,edq,ep
1134,itf_dm48_el1_sl40_pl8_co4_bs128_bfs2000_lr0.001_stlog,itf,48,1,40,8,4,128,2000,0.001,log,1.3494191884279587e-05,-2.5491305427050286e-05,0.00045688985040436117
638,itf_dm48_el1_sl20_pl1_co4_bs128_bfs1000_lr0.001_stlog,itf,48,1,20,1,4,128,1000,0.001,log,1.3595465169583877e-05,-3.2123996071668943e-05,0.0004573847458070242
269,itf_dm48_el1_sl5_pl8_co4_bs128_bfs2000_lr0.01_stlog,itf,48,1,5,8,4,128,2000,0.01,log,1.3163769871126114e-05,-3.409926787436386e-05,0.0004589948583971085
426,itf_dm48_el1_sl10_pl3_co4_bs64_bfs500_lr0.001_stlog,itf,48,1,10,3,4,64,500,0.001,log,1.3205891027353049e-05,-3.471225568361068e-05,0.0004600804548838397
29,itf_dm48_el1_sl5_pl1_co4_bs128_bfs200_lr0.01_stlog,itf,48,1,5,1,4,128,200,0.01,log,1.334644333282186e-05,-3.2766926440714553e-05,0.000461020770578955
445,itf_dm48_el1_sl10_pl3_co4_bs128_bfs1000_lr0.01_stlog,itf,48,1,10,3,4,128,1000,0.01,log,1.3174832115848522e-05,-3.2941227553633795e-05,0.0004621482432951637
286,itf_dm48_el1_sl5_pl8_co4_bs128_bfs4000_lr0.001_stlog,itf,48,1,5,8,4,128,4000,0.001,log,1.3551798928835895e-05,-3.244326119416531e-05,0.00046341683174667205
842,itf_dm48_el1_sl20_pl8_co4_bs64_bfs2000_lr0.001_stlog,itf,48,1,20,8,4,64,2000,0.001,log,1.2842657917035952e-05,-3.4549406911016205e-05,0.00046384125401593496
302,itf_dm48_el1_sl10_pl1_co4_bs128_bfs128_lr0.001_stlog,itf,48,1,10,1,4,128,128,0.001,log,1.3194015473576856e-05,-3.365915945014201e-05,0.0004639985987034784
493,itf_dm48_el1_sl10_pl8_co4_bs128_bfs128_lr0.01_stlog,itf,48,1,10,8,4,128,128,0.01,log,1.2789276107881109e-05,-3.349024772069439e-05,0.0004644739357848282
417,itf_dm48_el1_sl10_pl3_co4_bs16_bfs500_lr0.01_stlog,itf,48,1,10,3,4,16,500,0.01,log,1.1163081578824873e-05,-3.386562198727733e-05,0.000465236212727424
398,itf_dm48_el1_sl10_pl3_co4_bs128_bfs128_lr0.001_stlog,itf,48,1,10,3,4,128,128,0.001,log,1.2937847143291417e-05,-3.4930587869957865e-05,0.00046583572576983296
410,itf_dm48_el1_sl10_pl3_co4_bs64_bfs200_lr0.001_stlog,itf,48,1,10,3,4,64,200,0.001,log,1.3640663493465124e-05,-3.589870203025026e-05,0.0004663102613412097
94,itf_dm48_el1_sl5_pl1_co4_bs128_bfs4000_lr0.001_stlog,itf,48,1,5,1,4,128,4000,0.001,log,1.343468528566599e-05,-3.588491787012704e-05,0.0004669737328446119
890,itf_dm48_el1_sl40_pl1_co4_bs64_bfs200_lr0.001_stlog,itf,48,1,40,1,4,64,200,0.001,log,1.3229100004413406e-05,-3.738419160866872e-05,0.00046714303601764725
221,itf_dm48_el1_sl5_pl8_co4_bs128_bfs200_lr0.01_stlog,itf,48,1,5,8,4,128,200,0.01,log,1.3225259689371091e-05,-3.4506509620096677e-05,0.0004681543663131697
190,itf_dm48_el1_sl5_pl3_co4_bs128_bfs4000_lr0.001_stlog,itf,48,1,5,3,4,128,4000,0.001,log,1.3100842611346955e-05,-3.483949918552023e-05,0.0004686857980640142
796,itf_dm48_el1_sl20_pl8_co4_bs128_bfs200_lr0.05_stlog,itf,48,1,20,8,4,128,200,0.05,log,1.2230956178235937e-05,-2.9748604073958403e-05,0.0004696878644860128
458,itf_dm48_el1_sl10_pl3_co4_bs64_bfs2000_lr0.001_stlog,itf,48,1,10,3,4,64,2000,0.001,log,1.3826661270545089e-05,-3.522885664004362e-05,0.0004704335952445773
605,itf_dm48_el1_sl20_pl1_co4_bs128_bfs200_lr0.01_stlog,itf,48,1,20,1,4,128,200,0.01,log,1.3092872756735184e-05,-3.5892185762671346e-05,0.0004709464040898478
413,itf_dm48_el1_sl10_pl3_co4_bs128_bfs200_lr0.01_stlog,itf,48,1,10,3,4,128,200,0.01,log,1.2933519181168454e-05,-3.100813332249184e-05,0.0004710752934134164
236,itf_dm48_el1_sl5_pl8_co4_bs128_bfs500_lr0.05_stlog,itf,48,1,5,8,4,128,500,0.05,log,1.145089199624242e-05,-3.3101293610957386e-05,0.0004722945115088245
62,itf_dm48_el1_sl5_pl1_co4_bs128_bfs1000_lr0.001_stlog,itf,48,1,5,1,4,128,1000,0.001,log,1.3177277728936162e-05,-3.675628168359549e-05,0.00047275029788397316
342,itf_dm48_el1_sl10_pl1_co4_bs32_bfs1000_lr0.001_stlog,itf,48,1,10,1,4,32,1000,0.001,log,1.388325732307763e-05,-3.608297512490465e-05,0.0004735977402847286
250,itf_dm48_el1_sl5_pl8_co4_bs64_bfs1000_lr0.001_stlog,itf,48,1,5,8,4,64,1000,0.001,log,1.3072557186825473e-05,-3.83613245909277e-05,0.00047583470931558165
18,itf_dm48_el1_sl5_pl1_co4_bs16_bfs200_lr0.001_stlog,itf,48,1,5,1,4,16,200,0.001,log,1.3047161242558556e-05,-3.999265871422334e-05,0.00047621452473069187
262,itf_dm48_el1_sl5_pl8_co4_bs32_bfs2000_lr0.001_stlog,itf,48,1,5,8,4,32,2000,0.001,log,1.3058449990310946e-05,-3.932789176168752e-05,0.0004771773652246687
418,itf_dm48_el1_sl10_pl3_co4_bs16_bfs500_lr0.001_stlog,itf,48,1,10,3,4,16,500,0.001,log,1.3351138636749854e-05,-3.8944048665658267e-05,0.0004780040688844873
1034,itf_dm48_el1_sl40_pl3_co4_bs64_bfs2000_lr0.001_stlog,itf,48,1,40,3,4,64,2000,0.001,log,1.3119154660158562e-05,-3.951390078736324e-05,0.0004781866926219133
10,itf_dm48_el1_sl5_pl1_co4_bs64_bfs128_lr0.001_stlog,itf,48,1,5,1,4,64,128,0.001,log,1.3324506779376327e-05,-4.113491301210989e-05,0.0004789603448317169
294,itf_dm48_el1_sl10_pl1_co4_bs32_bfs128_lr0.001_stlog,itf,48,1,10,1,4,32,128,0.001,log,1.2348020951555999e-05,-3.7415515519801604e-05,0.0004795668536777413
604,itf_dm48_el1_sl20_pl1_co4_bs128_bfs200_lr0.05_stlog,itf,48,1,20,1,4,128,200,0.05,log,1.2784170873730968e-05,-3.663624768107448e-05,0.0004796357542639933
154,itf_dm48_el1_sl5_pl3_co4_bs64_bfs1000_lr0.001_stlog,itf,48,1,5,3,4,64,1000,0.001,log,1.2601091772761533e-05,-4.047424869061539e-05,0.00047974099298668906
1014,itf_dm48_el1_sl40_pl3_co4_bs32_bfs1000_lr0.001_stlog,itf,48,1,40,3,4,32,1000,0.001,log,1.3513358279945795e-05,-4.0691818671031825e-05,0.00048060489099721387
630,itf_dm48_el1_sl20_pl1_co4_bs32_bfs1000_lr0.001_stlog,itf,48,1,20,1,4,32,1000,0.001,log,1.3440526806618165e-05,-3.718326746979424e-05,0.0004807785444935281
33,itf_dm48_el1_sl5_pl1_co4_bs16_bfs500_lr0.01_stlog,itf,48,1,5,1,4,16,500,0.01,log,1.1546926904235143e-05,-3.9317683626393426e-05,0.0004811322522539927
492,itf_dm48_el1_sl10_pl8_co4_bs128_bfs128_lr0.05_stlog,itf,48,1,10,8,4,128,128,0.05,log,1.228919050278403e-05,-3.5064356199626234e-05,0.00048197325051535576
382,itf_dm48_el1_sl10_pl1_co4_bs128_bfs4000_lr0.001_stlog,itf,48,1,10,1,4,128,4000,0.001,log,1.338296854058507e-05,-3.743910850936101e-05,0.00048209018114498244
346,itf_dm48_el1_sl10_pl1_co4_bs64_bfs1000_lr0.001_stlog,itf,48,1,10,1,4,64,1000,0.001,log,1.2612177662627401e-05,-4.106161282292674e-05,0.00048238145363975265
813,itf_dm48_el1_sl20_pl8_co4_bs128_bfs500_lr0.01_stlog,itf,48,1,20,8,4,128,500,0.01,log,1.3240056696627999e-05,-3.882245141326396e-05,0.0004827440601295931
1146,itf_dm48_el1_sl40_pl8_co4_bs64_bfs4000_lr0.001_stlog,itf,48,1,40,8,4,64,4000,0.001,log,1.2791396053618944e-05,-4.263313101293426e-05,0.0004839421431935754
145,itf_dm48_el1_sl5_pl3_co4_bs16_bfs1000_lr0.01_stlog,itf,48,1,5,3,4,16,1000,0.01,log,1.2609724935058015e-05,-3.911041578132709e-05,0.00048495052313357975
174,itf_dm48_el1_sl5_pl3_co4_bs128_bfs2000_lr0.001_stlog,itf,48,1,5,3,4,128,2000,0.001,log,1.3038737675932647e-05,-4.116347491306578e-05,0.0004856472536333991
508,itf_dm48_el1_sl10_pl8_co4_bs128_bfs200_lr0.05_stlog,itf,48,1,10,8,4,128,200,0.05,log,1.3013688510648918e-05,-3.691180190573684e-05,0.0004864634023328695
1058,itf_dm48_el1_sl40_pl8_co4_bs16_bfs128_lr0.001_stlog,itf,48,1,40,8,4,16,128,0.001,log,1.3147462015246239e-05,-4.21508811974617e-05,0.0004865192921163214
914,itf_dm48_el1_sl40_pl1_co4_bs16_bfs1000_lr0.001_stlog,itf,48,1,40,1,4,16,1000,0.001,log,1.3580937525067198e-05,-4.271946271653228e-05,0.0004867178896120013
390,itf_dm48_el1_sl10_pl3_co4_bs32_bfs128_lr0.001_stlog,itf,48,1,10,3,4,32,128,0.001,log,1.3357233411683456e-05,-4.273124648926114e-05,0.0004867574477543703
626,itf_dm48_el1_sl20_pl1_co4_bs16_bfs1000_lr0.001_stlog,itf,48,1,20,1,4,16,1000,0.001,log,1.3140639379298827e-05,-4.3456554541881475e-05,0.00048751573176552507
922,itf_dm48_el1_sl40_pl1_co4_bs64_bfs1000_lr0.001_stlog,itf,48,1,40,1,4,64,1000,0.001,log,1.331965876558551e-05,-4.0823200997411584e-05,0.0004878312356716353
297,itf_dm48_el1_sl10_pl1_co4_bs64_bfs128_lr0.01_stlog,itf,48,1,10,1,4,64,128,0.01,log,1.3023674841771522e-05,-4.4247813812332056e-05,0.0004891121843370091
34,itf_dm48_el1_sl5_pl1_co4_bs16_bfs500_lr0.001_stlog,itf,48,1,5,1,4,16,500,0.001,log,1.3119281764905428e-05,-4.2022070353595845e-05,0.0004892119384641806
1096,itf_dm48_el1_sl40_pl8_co4_bs64_bfs500_lr0.05_stlog,itf,48,1,40,8,4,64,500,0.05,log,1.3075392670841134e-05,-4.179336358769688e-05,0.0004895277627392018
828,itf_dm48_el1_sl20_pl8_co4_bs128_bfs1000_lr0.05_stlog,itf,48,1,20,8,4,128,1000,0.05,log,1.340310950401929e-05,-3.7238069004466405e-05,0.0004896742130620876
602,itf_dm48_el1_sl20_pl1_co4_bs64_bfs200_lr0.001_stlog,itf,48,1,20,1,4,64,200,0.001,log,1.3119545522666774e-05,-4.403997919675065e-05,0.0004910388662635474
142,itf_dm48_el1_sl5_pl3_co4_bs128_bfs500_lr0.001_stlog,itf,48,1,5,3,4,128,500,0.001,log,1.3447958692267264e-05,-3.9937166892402114e-05,0.0004917416922949168
465,itf_dm48_el1_sl10_pl3_co4_bs16_bfs4000_lr0.01_stlog,itf,48,1,10,3,4,16,4000,0.01,log,1.0193719732160618e-05,-4.216657122870903e-05,0.0004917563067702397
994,itf_dm48_el1_sl40_pl3_co4_bs16_bfs500_lr0.001_stlog,itf,48,1,40,3,4,16,500,0.001,log,1.312943007518143e-05,-4.2860938916923844e-05,0.0004920204988699112
1084,itf_dm48_el1_sl40_pl8_co4_bs128_bfs200_lr0.05_stlog,itf,48,1,40,8,4,128,200,0.05,log,1.249994416427998e-05,-3.904331600107372e-05,0.000492081071585235
705,itf_dm48_el1_sl20_pl3_co4_bs16_bfs500_lr0.01_stlog,itf,48,1,20,3,4,16,500,0.01,log,1.2689780003108191e-05,-4.266291507507838e-05,0.0004924816893578897
433,itf_dm48_el1_sl10_pl3_co4_bs16_bfs1000_lr0.01_stlog,itf,48,1,10,3,4,16,1000,0.01,log,1.2538591769465008e-05,-4.242768474912572e-05,0.000493464030956039
462,itf_dm48_el1_sl10_pl3_co4_bs128_bfs2000_lr0.001_stlog,itf,48,1,10,3,4,128,2000,0.001,log,1.2950193059733418e-05,-4.285474100565673e-05,0.0004937267197307491
1110,itf_dm48_el1_sl40_pl8_co4_bs32_bfs1000_lr0.001_stlog,itf,48,1,40,8,4,32,1000,0.001,log,1.3031841075322715e-05,-4.498300572755619e-05,0.0004940010143191166
266,itf_dm48_el1_sl5_pl8_co4_bs64_bfs2000_lr0.001_stlog,itf,48,1,5,8,4,64,2000,0.001,log,1.2796057313253567e-05,-4.403804631162222e-05,0.0004942788858680866
714,itf_dm48_el1_sl20_pl3_co4_bs64_bfs500_lr0.001_stlog,itf,48,1,20,3,4,64,500,0.001,log,1.3150861651066762e-05,-4.641144940464078e-05,0.0004961300089417964
910,itf_dm48_el1_sl40_pl1_co4_bs128_bfs500_lr0.001_stlog,itf,48,1,40,1,4,128,500,0.001,log,1.3629009793483598e-05,-4.391653260267612e-05,0.000496331195826752
520,itf_dm48_el1_sl10_pl8_co4_bs64_bfs500_lr0.05_stlog,itf,48,1,10,8,4,64,500,0.05,log,1.2340310654062974e-05,-4.3863064615097015e-05,0.0004982373474462051
684,itf_dm48_el1_sl20_pl3_co4_bs128_bfs128_lr0.05_stlog,itf,48,1,20,3,4,128,128,0.05,log,1.2723563845668201e-05,-4.502410623820081e-05,0.0004983751401537321
450,itf_dm48_el1_sl10_pl3_co4_bs16_bfs2000_lr0.001_stlog,itf,48,1,10,3,4,16,2000,0.001,log,1.3687728067606224e-05,-4.584024704849983e-05,0.0004987173893427675
897,itf_dm48_el1_sl40_pl1_co4_bs16_bfs500_lr0.01_stlog,itf,48,1,40,1,4,16,500,0.01,log,1.1945179157186612e-05,-4.734171413016712e-05,0.0004988430936411246
540,itf_dm48_el1_sl10_pl8_co4_bs128_bfs1000_lr0.05_stlog,itf,48,1,10,8,4,128,1000,0.05,log,1.198576644826537e-05,-3.992702475524249e-05,0.0005000588526512983
678,itf_dm48_el1_sl20_pl3_co4_bs32_bfs128_lr0.001_stlog,itf,48,1,20,3,4,32,128,0.001,log,1.2933803425402182e-05,-4.63743076133589e-05,0.000500631442483947
1130,itf_dm48_el1_sl40_pl8_co4_bs64_bfs2000_lr0.001_stlog,itf,48,1,40,8,4,64,2000,0.001,log,1.3238709412580327e-05,-4.49625870579712e-05,0.0005009232815657465
98,itf_dm48_el1_sl5_pl3_co4_bs16_bfs128_lr0.001_stlog,itf,48,1,5,3,4,16,128,0.001,log,1.2132291791500127e-05,-4.391011210246997e-05,0.0005014484313402827
170,itf_dm48_el1_sl5_pl3_co4_bs64_bfs2000_lr0.001_stlog,itf,48,1,5,3,4,64,2000,0.001,log,1.360787249432945e-05,-4.822677282936838e-05,0.0005016839227976603
1126,itf_dm48_el1_sl40_pl8_co4_bs32_bfs2000_lr0.001_stlog,itf,48,1,40,8,4,32,2000,0.001,log,1.330963197386574e-05,-4.846576042213686e-05,0.0005025958328960206
172,itf_dm48_el1_sl5_pl3_co4_bs128_bfs2000_lr0.05_stlog,itf,48,1,5,3,4,128,2000,0.05,log,1.0110451535896262e-05,-4.541129121019439e-05,0.0005031338664700436
37,itf_dm48_el1_sl5_pl1_co4_bs32_bfs500_lr0.01_stlog,itf,48,1,5,1,4,32,500,0.01,log,1.239827380845914e-05,-4.745157328340296e-05,0.0005043281077152942
498,itf_dm48_el1_sl10_pl8_co4_bs16_bfs200_lr0.001_stlog,itf,48,1,10,8,4,16,200,0.001,log,1.3108723653466805e-05,-5.036000440539158e-05,0.0005064062442506433
822,itf_dm48_el1_sl20_pl8_co4_bs32_bfs1000_lr0.001_stlog,itf,48,1,20,8,4,32,1000,0.001,log,1.2525550016553454e-05,-4.958119762429533e-05,0.0005066309899008272
118,itf_dm48_el1_sl5_pl3_co4_bs32_bfs200_lr0.001_stlog,itf,48,1,5,3,4,32,200,0.001,log,1.2988831010706285e-05,-4.8776756339720395e-05,0.0005076439300022838
9,itf_dm48_el1_sl5_pl1_co4_bs64_bfs128_lr0.01_stlog,itf,48,1,5,1,4,64,128,0.01,log,1.2629970815344568e-05,-5.027275700503512e-05,0.0005079070640640038
1026,itf_dm48_el1_sl40_pl3_co4_bs16_bfs2000_lr0.001_stlog,itf,48,1,40,3,4,16,2000,0.001,log,1.3492634480379137e-05,-4.782762327579801e-05,0.0005084827409549182
428,itf_dm48_el1_sl10_pl3_co4_bs128_bfs500_lr0.05_stlog,itf,48,1,10,3,4,128,500,0.05,log,1.2200026661080433e-05,-4.6192210648933214e-05,0.0005085869997738915
316,itf_dm48_el1_sl10_pl1_co4_bs128_bfs200_lr0.05_stlog,itf,48,1,10,1,4,128,200,0.05,log,1.2056662586641567e-05,-4.648953930659399e-05,0.0005087402512055875
282,itf_dm48_el1_sl5_pl8_co4_bs64_bfs4000_lr0.001_stlog,itf,48,1,5,8,4,64,4000,0.001,log,1.3267344824544806e-05,-4.647626003431238e-05,0.0005092256842276017
989,itf_dm48_el1_sl40_pl3_co4_bs128_bfs200_lr0.01_stlog,itf,48,1,40,3,4,128,200,0.01,log,1.3031468222621473e-05,-4.758757095391086e-05,0.0005101311888095047
17,itf_dm48_el1_sl5_pl1_co4_bs16_bfs200_lr0.01_stlog,itf,48,1,5,1,4,16,200,0.01,log,1.1796040113013341e-05,-5.06718398089398e-05,0.0005104452549722936
50,itf_dm48_el1_sl5_pl1_co4_bs16_bfs1000_lr0.001_stlog,itf,48,1,5,1,4,16,1000,0.001,log,1.302361439593368e-05,-5.163387330689049e-05,0.0005110857723333175
65,itf_dm48_el1_sl5_pl1_co4_bs16_bfs2000_lr0.01_stlog,itf,48,1,5,1,4,16,2000,0.01,log,1.1290888643839024e-05,-4.951390137314339e-05,0.0005113672223556243
113,itf_dm48_el1_sl5_pl3_co4_bs16_bfs200_lr0.01_stlog,itf,48,1,5,3,4,16,200,0.01,log,1.2178729841348602e-05,-5.040000824495933e-05,0.0005124002076814474
802,itf_dm48_el1_sl20_pl8_co4_bs16_bfs500_lr0.001_stlog,itf,48,1,20,8,4,16,500,0.001,log,1.3205019662336937e-05,-5.0985755144047906e-05,0.0005126091310996048
726,itf_dm48_el1_sl20_pl3_co4_bs32_bfs1000_lr0.001_stlog,itf,48,1,20,3,4,32,1000,0.001,log,1.3437003305210313e-05,-5.1980912684445896e-05,0.0005137822559858994
60,itf_dm48_el1_sl5_pl1_co4_bs128_bfs1000_lr0.05_stlog,itf,48,1,5,1,4,128,1000,0.05,log,1.2370555780958628e-05,-5.009550505283766e-05,0.0005139893683607581
850,itf_dm48_el1_sl20_pl8_co4_bs16_bfs4000_lr0.001_stlog,itf,48,1,20,8,4,16,4000,0.001,log,1.3420015026847107e-05,-4.868509884127254e-05,0.0005140413375770368
140,itf_dm48_el1_sl5_pl3_co4_bs128_bfs500_lr0.05_stlog,itf,48,1,5,3,4,128,500,0.05,log,1.279997570023992e-05,-5.050707811239978e-05,0.0005144827591644681
654,itf_dm48_el1_sl20_pl1_co4_bs128_bfs2000_lr0.001_stlog,itf,48,1,20,1,4,128,2000,0.001,log,1.3450535019685918e-05,-4.78914362898146e-05,0.000515039353053486
301,itf_dm48_el1_sl10_pl1_co4_bs128_bfs128_lr0.01_stlog,itf,48,1,10,1,4,128,128,0.01,log,1.3121790410855255e-05,-4.974542759568967e-05,0.0005151757240107001
242,itf_dm48_el1_sl5_pl8_co4_bs16_bfs1000_lr0.001_stlog,itf,48,1,5,8,4,16,1000,0.001,log,1.300315560371219e-05,-5.192667297414981e-05,0.000516362215231907
278,itf_dm48_el1_sl5_pl8_co4_bs32_bfs4000_lr0.001_stlog,itf,48,1,5,8,4,32,4000,0.001,log,1.2569565306041054e-05,-5.0733917121773345e-05,0.0005165924824521612
406,itf_dm48_el1_sl10_pl3_co4_bs32_bfs200_lr0.001_stlog,itf,48,1,10,3,4,32,200,0.001,log,1.3140345413142072e-05,-5.21940784185505e-05,0.0005166548183253748
728,itf_dm48_el1_sl20_pl3_co4_bs64_bfs1000_lr0.05_stlog,itf,48,1,20,3,4,64,1000,0.05,log,1.2695672061402256e-05,-5.274904935938414e-05,0.0005166845495532538
362,itf_dm48_el1_sl10_pl1_co4_bs64_bfs2000_lr0.001_stlog,itf,48,1,10,1,4,64,2000,0.001,log,1.3179825990968159e-05,-5.241589781256224e-05,0.0005170620566215575
824,itf_dm48_el1_sl20_pl8_co4_bs64_bfs1000_lr0.05_stlog,itf,48,1,20,8,4,64,1000,0.05,log,1.1871309708313732e-05,-4.9502089603103896e-05,0.0005171234355063557
478,itf_dm48_el1_sl10_pl3_co4_bs128_bfs4000_lr0.001_stlog,itf,48,1,10,3,4,128,4000,0.001,log,1.3214162418932252e-05,-4.67878304824601e-05,0.0005171665617189115
892,itf_dm48_el1_sl40_pl1_co4_bs128_bfs200_lr0.05_stlog,itf,48,1,40,1,4,128,200,0.05,log,1.2593919282917238e-05,-4.865724045523788e-05,0.0005177313420778169
716,itf_dm48_el1_sl20_pl3_co4_bs128_bfs500_lr0.05_stlog,itf,48,1,20,3,4,128,500,0.05,log,1.3085662508645736e-05,-4.869601642904604e-05,0.0005177885968260421
42,itf_dm48_el1_sl5_pl1_co4_bs64_bfs500_lr0.001_stlog,itf,48,1,5,1,4,64,500,0.001,log,1.3294855117621472e-05,-5.4552181565283454e-05,0.000518177604581948
38,itf_dm48_el1_sl5_pl1_co4_bs32_bfs500_lr0.001_stlog,itf,48,1,5,1,4,32,500,0.001,log,1.3216316274673907e-05,-5.235946590954497e-05,0.0005186236154149369
1118,itf_dm48_el1_sl40_pl8_co4_bs128_bfs1000_lr0.001_stlog,itf,48,1,40,8,4,128,1000,0.001,log,1.3747021938749363e-05,-4.402074799802818e-05,0.0005190987284990763
321,itf_dm48_el1_sl10_pl1_co4_bs16_bfs500_lr0.01_stlog,itf,48,1,10,1,4,16,500,0.01,log,1.286889219949568e-05,-5.239194214982923e-05,0.0005191749245654762
826,itf_dm48_el1_sl20_pl8_co4_bs64_bfs1000_lr0.001_stlog,itf,48,1,20,8,4,64,1000,0.001,log,1.2633325067229766e-05,-4.735924476182785e-05,0.0005193345521258438
530,itf_dm48_el1_sl10_pl8_co4_bs16_bfs1000_lr0.001_stlog,itf,48,1,10,8,4,16,1000,0.001,log,1.3595560655147397e-05,-5.096615079335518e-05,0.0005198291992623626
514,itf_dm48_el1_sl10_pl8_co4_bs16_bfs500_lr0.001_stlog,itf,48,1,10,8,4,16,500,0.001,log,1.2889813604954436e-05,-5.325200912427875e-05,0.0005201776527260371
1006,itf_dm48_el1_sl40_pl3_co4_bs128_bfs500_lr0.001_stlog,itf,48,1,40,3,4,128,500,0.001,log,1.35062952819078e-05,-4.391916378470792e-05,0.000520356156040127
444,itf_dm48_el1_sl10_pl3_co4_bs128_bfs1000_lr0.05_stlog,itf,48,1,10,3,4,128,1000,0.05,log,1.1434626962232239e-05,-5.179439242223704e-05,0.0005203963203327486
246,itf_dm48_el1_sl5_pl8_co4_bs32_bfs1000_lr0.001_stlog,itf,48,1,5,8,4,32,1000,0.001,log,1.311087802797925e-05,-5.3540599428160245e-05,0.0005212635579372716
1004,itf_dm48_el1_sl40_pl3_co4_bs128_bfs500_lr0.05_stlog,itf,48,1,40,3,4,128,500,0.05,log,1.253476008883375e-05,-5.277779058610998e-05,0.0005215897335042716
354,itf_dm48_el1_sl10_pl1_co4_bs16_bfs2000_lr0.001_stlog,itf,48,1,10,1,4,16,2000,0.001,log,1.334662219738532e-05,-5.448422862276529e-05,0.000522689849588477
225,itf_dm48_el1_sl5_pl8_co4_bs16_bfs500_lr0.01_stlog,itf,48,1,5,8,4,16,500,0.01,log,1.1813267039342845e-05,-5.218520117883634e-05,0.0005227554146752946
614,itf_dm48_el1_sl20_pl1_co4_bs32_bfs500_lr0.001_stlog,itf,48,1,20,1,4,32,500,0.001,log,1.3234291473378896e-05,-5.521048211114656e-05,0.0005228331619179346
86,itf_dm48_el1_sl5_pl1_co4_bs32_bfs4000_lr0.001_stlog,itf,48,1,5,1,4,32,4000,0.001,log,1.3687855457137656e-05,-5.235299222707034e-05,0.0005229104777242163
110,itf_dm48_el1_sl5_pl3_co4_bs128_bfs128_lr0.001_stlog,itf,48,1,5,3,4,128,128,0.001,log,1.30429787960176e-05,-5.455648894524918e-05,0.0005229985984281111
573,itf_dm48_el1_sl10_pl8_co4_bs128_bfs4000_lr0.01_stlog,itf,48,1,10,8,4,128,4000,0.01,log,1.3610718688345869e-05,-5.260290439276349e-05,0.0005232418806007405
369,itf_dm48_el1_sl10_pl1_co4_bs16_bfs4000_lr0.01_stlog,itf,48,1,10,1,4,16,4000,0.01,log,1.1638441940026254e-05,-5.448012343238105e-05,0.000523297317591938
482,itf_dm48_el1_sl10_pl8_co4_bs16_bfs128_lr0.001_stlog,itf,48,1,10,8,4,16,128,0.001,log,1.2627329438090549e-05,-5.177810800907493e-05,0.0005234310657371269
257,itf_dm48_el1_sl5_pl8_co4_bs16_bfs2000_lr0.01_stlog,itf,48,1,5,8,4,16,2000,0.01,log,1.2287646850535903e-05,-5.2022226111668544e-05,0.0005244924471970775
1106,itf_dm48_el1_sl40_pl8_co4_bs16_bfs1000_lr0.001_stlog,itf,48,1,40,8,4,16,1000,0.001,log,1.3024066567333611e-05,-5.529294389281349e-05,0.0005246937630755154
325,itf_dm48_el1_sl10_pl1_co4_bs32_bfs500_lr0.01_stlog,itf,48,1,10,1,4,32,500,0.01,log,1.3059536449866243e-05,-5.1371083365974856e-05,0.000525011430755806
873,itf_dm48_el1_sl40_pl1_co4_bs64_bfs128_lr0.01_stlog,itf,48,1,40,1,4,64,128,0.01,log,1.2430729307079315e-05,-5.500205586876595e-05,0.0005251088703833557
338,itf_dm48_el1_sl10_pl1_co4_bs16_bfs1000_lr0.001_stlog,itf,48,1,10,1,4,16,1000,0.001,log,1.3033755702415218e-05,-5.70502192221785e-05,0.0005257381326732154
966,itf_dm48_el1_sl40_pl3_co4_bs32_bfs128_lr0.001_stlog,itf,48,1,40,3,4,32,128,0.001,log,1.292511300583386e-05,-5.483498055634285e-05,0.0005257782331691815
662,itf_dm48_el1_sl20_pl1_co4_bs32_bfs4000_lr0.001_stlog,itf,48,1,20,1,4,32,4000,0.001,log,1.41155718798984e-05,-5.7028538691140506e-05,0.0005258117163237453
157,itf_dm48_el1_sl5_pl3_co4_bs128_bfs1000_lr0.01_stlog,itf,48,1,5,3,4,128,1000,0.01,log,1.3224437627002339e-05,-5.453120920702022e-05,0.0005259046606315947
545,itf_dm48_el1_sl10_pl8_co4_bs16_bfs2000_lr0.01_stlog,itf,48,1,10,8,4,16,2000,0.01,log,1.276077889961918e-05,-5.57279508857666e-05,0.0005269028805489363
177,itf_dm48_el1_sl5_pl3_co4_bs16_bfs4000_lr0.01_stlog,itf,48,1,5,3,4,16,4000,0.01,log,1.2251525949796642e-05,-5.425386070702061e-05,0.0005271618460569177
1138,itf_dm48_el1_sl40_pl8_co4_bs16_bfs4000_lr0.001_stlog,itf,48,1,40,8,4,16,4000,0.001,log,1.2593035746806753e-05,-5.3765787113167936e-05,0.0005272769794957962
188,itf_dm48_el1_sl5_pl3_co4_bs128_bfs4000_lr0.05_stlog,itf,48,1,5,3,4,128,4000,0.05,log,1.042788054591117e-05,-5.2648360331013916e-05,0.0005273929964612092
438,itf_dm48_el1_sl10_pl3_co4_bs32_bfs1000_lr0.001_stlog,itf,48,1,10,3,4,32,1000,0.001,log,1.3068730973751232e-05,-5.6041780903799254e-05,0.0005276774641355901
152,itf_dm48_el1_sl5_pl3_co4_bs64_bfs1000_lr0.05_stlog,itf,48,1,5,3,4,64,1000,0.05,log,1.1147136616965767e-05,-5.579426062977651e-05,0.0005289015893687509
