,model_id,model,d_model,e_layers,seq_len,pred_len,c_out,batch_size,buffer_size,lr,sample_type,eq,edq,ep
457,itf_dm48_el1_sl10_pl3_co4_bs64_bfs2000_lr0.01_stlog,itf,48,1,10,3,4,64,2000,0.01,log,1.2781262305946344e-05,-0.00011336976205919948,0.0006737317341160993
833,itf_dm48_el1_sl20_pl8_co4_bs16_bfs2000_lr0.01_stlog,itf,48,1,20,8,4,16,2000,0.01,log,1.2352193956982453e-05,-0.00011012899912988833,0.0006745421939554281
272,itf_dm48_el1_sl5_pl8_co4_bs16_bfs4000_lr0.05_stlog,itf,48,1,5,8,4,16,4000,0.05,log,8.513337186577736e-06,-0.00011657521271031578,0.0006753988703900069
1013,itf_dm48_el1_sl40_pl3_co4_bs32_bfs1000_lr0.01_stlog,itf,48,1,40,3,4,32,1000,0.01,log,1.2053842565742966e-05,-0.00011309276412167042,0.0006757541957099235
653,itf_dm48_el1_sl20_pl1_co4_bs128_bfs2000_lr0.01_stlog,itf,48,1,20,1,4,128,2000,0.01,log,1.2673694325217538e-05,-0.00011448730636632936,0.000677752130141497
616,itf_dm48_el1_sl20_pl1_co4_bs64_bfs500_lr0.05_stlog,itf,48,1,20,1,4,64,500,0.05,log,1.2347286853302026e-05,-0.00011825021885929514,0.0006795252124956857
920,itf_dm48_el1_sl40_pl1_co4_bs64_bfs1000_lr0.05_stlog,itf,48,1,40,1,4,64,1000,0.05,log,1.2480710983041744e-05,-0.00011924853959548783,0.0006798966868500677
625,itf_dm48_el1_sl20_pl1_co4_bs16_bfs1000_lr0.01_stlog,itf,48,1,20,1,4,16,1000,0.01,log,1.1526349186857744e-05,-0.00011633673416426744,0.0006821535263251762
377,itf_dm48_el1_sl10_pl1_co4_bs64_bfs4000_lr0.01_stlog,itf,48,1,10,1,4,64,4000,0.01,log,1.2776507530568612e-05,-0.00011713752005585018,0.0006824643598548111
425,itf_dm48_el1_sl10_pl3_co4_bs64_bfs500_lr0.01_stlog,itf,48,1,10,3,4,64,500,0.01,log,1.3168338677530607e-05,-0.00011891489744577082,0.0006827042691374232
801,itf_dm48_el1_sl20_pl8_co4_bs16_bfs500_lr0.01_stlog,itf,48,1,20,8,4,16,500,0.01,log,1.1896580079694737e-05,-0.00011613131124209308,0.00068329771036308
68,itf_dm48_el1_sl5_pl1_co4_bs32_bfs2000_lr0.05_stlog,itf,48,1,5,1,4,32,2000,0.05,log,1.1087992852161878e-05,-0.00012135421051064467,0.0006833342220649685
1121,itf_dm48_el1_sl40_pl8_co4_bs16_bfs2000_lr0.01_stlog,itf,48,1,40,8,4,16,2000,0.01,log,1.1429455116944431e-05,-0.00011793323176066944,0.0006841461726734229
1053,itf_dm48_el1_sl40_pl3_co4_bs128_bfs4000_lr0.01_stlog,itf,48,1,40,3,4,128,4000,0.01,log,1.2630871351098011e-05,-0.0001197282177619009,0.0006844615562697537
952,itf_dm48_el1_sl40_pl1_co4_bs64_bfs4000_lr0.05_stlog,itf,48,1,40,1,4,64,4000,0.05,log,1.2459502131124099e-05,-0.00011905657631570803,0.0006847243927183689
528,itf_dm48_el1_sl10_pl8_co4_bs16_bfs1000_lr0.05_stlog,itf,48,1,10,8,4,16,1000,0.05,log,1.1565118323425712e-05,-0.00011670801128759638,0.0006847909289440618
468,itf_dm48_el1_sl10_pl3_co4_bs32_bfs4000_lr0.05_stlog,itf,48,1,10,3,4,32,4000,0.05,log,9.572359038758044e-06,-0.0001222844861126361,0.0006852046574864295
1002,itf_dm48_el1_sl40_pl3_co4_bs64_bfs500_lr0.001_stlog,itf,48,1,40,3,4,64,500,0.001,log,1.2749469459895758e-05,-0.00010895828406955188,0.000686163099213935
1078,itf_dm48_el1_sl40_pl8_co4_bs32_bfs200_lr0.001_stlog,itf,48,1,40,8,4,32,200,0.001,log,1.295737261524857e-05,-0.0001198426643162988,0.0006862981397212878
710,itf_dm48_el1_sl20_pl3_co4_bs32_bfs500_lr0.001_stlog,itf,48,1,20,3,4,32,500,0.001,log,1.334673741436391e-05,-0.00011628102374840361,0.0006864029854074308
588,itf_dm48_el1_sl20_pl1_co4_bs128_bfs128_lr0.05_stlog,itf,48,1,20,1,4,128,128,0.05,log,1.1620935216427087e-05,-0.00012071354143141722,0.0006868428897092815
861,itf_dm48_el1_sl20_pl8_co4_bs128_bfs4000_lr0.01_stlog,itf,48,1,20,8,4,128,4000,0.01,log,1.3003034238998556e-05,-0.00011680069613739363,0.0006883161068280168
881,itf_dm48_el1_sl40_pl1_co4_bs16_bfs200_lr0.01_stlog,itf,48,1,40,1,4,16,200,0.01,log,1.1679859708971934e-05,-0.0001211229840472278,0.0006883168980091696
144,itf_dm48_el1_sl5_pl3_co4_bs16_bfs1000_lr0.05_stlog,itf,48,1,5,3,4,16,1000,0.05,log,9.853550150382812e-06,-0.00012154748686016553,0.0006919717639256424
754,itf_dm48_el1_sl20_pl3_co4_bs16_bfs4000_lr0.001_stlog,itf,48,1,20,3,4,16,4000,0.001,log,1.3197236643994279e-05,-0.00011787883870908013,0.0006923401443388981
358,itf_dm48_el1_sl10_pl1_co4_bs32_bfs2000_lr0.001_stlog,itf,48,1,10,1,4,32,2000,0.001,log,1.3023455991442007e-05,-0.00011981700680941364,0.0006934263884331234
917,itf_dm48_el1_sl40_pl1_co4_bs32_bfs1000_lr0.01_stlog,itf,48,1,40,1,4,32,1000,0.01,log,1.1860070458541438e-05,-0.0001220580634606408,0.0006944212104609659
8,itf_dm48_el1_sl5_pl1_co4_bs64_bfs128_lr0.05_stlog,itf,48,1,5,1,4,64,128,0.05,log,1.2021555789744494e-05,-0.0001275610696830189,0.0006959327435679868
256,itf_dm48_el1_sl5_pl8_co4_bs16_bfs2000_lr0.05_stlog,itf,48,1,5,8,4,16,2000,0.05,log,9.758294855220545e-06,-0.00012836172512896296,0.0006974843751596242
1030,itf_dm48_el1_sl40_pl3_co4_bs32_bfs2000_lr0.001_stlog,itf,48,1,40,3,4,32,2000,0.001,log,1.3504604602988237e-05,-0.00012022750507004795,0.0006976032450459017
597,itf_dm48_el1_sl20_pl1_co4_bs32_bfs200_lr0.01_stlog,itf,48,1,20,1,4,32,200,0.01,log,1.093715731890181e-05,-0.0001221877493343495,0.0006983681558811338
617,itf_dm48_el1_sl20_pl1_co4_bs64_bfs500_lr0.01_stlog,itf,48,1,20,1,4,64,500,0.01,log,1.2157174950743073e-05,-0.00012667014864309887,0.0006990190477730314
737,itf_dm48_el1_sl20_pl3_co4_bs16_bfs2000_lr0.01_stlog,itf,48,1,20,3,4,16,2000,0.01,log,1.127079647645729e-05,-0.0001267303131895223,0.0006990791810901479
986,itf_dm48_el1_sl40_pl3_co4_bs64_bfs200_lr0.001_stlog,itf,48,1,40,3,4,64,200,0.001,log,1.1940395224172668e-05,-0.00011788499966490376,0.0006996287758207993
740,itf_dm48_el1_sl20_pl3_co4_bs32_bfs2000_lr0.05_stlog,itf,48,1,20,3,4,32,2000,0.05,log,1.1211900511931962e-05,-0.0001258592399741242,0.0007002727079907302
982,itf_dm48_el1_sl40_pl3_co4_bs32_bfs200_lr0.001_stlog,itf,48,1,40,3,4,32,200,0.001,log,1.233383632311721e-05,-0.00012223904894481143,0.0007010695411437652
80,itf_dm48_el1_sl5_pl1_co4_bs16_bfs4000_lr0.05_stlog,itf,48,1,5,1,4,16,4000,0.05,log,9.697530719366266e-06,-0.00012883661662274008,0.0007019206075390022
832,itf_dm48_el1_sl20_pl8_co4_bs16_bfs2000_lr0.05_stlog,itf,48,1,20,8,4,16,2000,0.05,log,1.1268612503351628e-05,-0.00012815917756405252,0.0007027243062336767
577,itf_dm48_el1_sl20_pl1_co4_bs16_bfs128_lr0.01_stlog,itf,48,1,20,1,4,16,128,0.01,log,1.1570402782606394e-05,-0.00012719132452844234,0.0007044526735305746
73,itf_dm48_el1_sl5_pl1_co4_bs64_bfs2000_lr0.01_stlog,itf,48,1,5,1,4,64,2000,0.01,log,1.1962051930241755e-05,-0.00012807943125306637,0.0007055067786756997
1025,itf_dm48_el1_sl40_pl3_co4_bs16_bfs2000_lr0.01_stlog,itf,48,1,40,3,4,16,2000,0.01,log,1.1385434879040805e-05,-0.00012859121449859809,0.0007061350319842361
918,itf_dm48_el1_sl40_pl1_co4_bs32_bfs1000_lr0.001_stlog,itf,48,1,40,1,4,32,1000,0.001,log,1.2670250649703411e-05,-0.000124664868583087,0.0007065782590560612
313,itf_dm48_el1_sl10_pl1_co4_bs64_bfs200_lr0.01_stlog,itf,48,1,10,1,4,64,200,0.01,log,1.1503693338697275e-05,-0.00012668202150204963,0.0007068194699369079
909,itf_dm48_el1_sl40_pl1_co4_bs128_bfs500_lr0.01_stlog,itf,48,1,40,1,4,128,500,0.01,log,1.2650571798714506e-05,-0.00012480644759719443,0.0007078996030963543
853,itf_dm48_el1_sl20_pl8_co4_bs32_bfs4000_lr0.01_stlog,itf,48,1,20,8,4,32,4000,0.01,log,1.1849306896391141e-05,-0.00012326195896342207,0.000708231742102329
936,itf_dm48_el1_sl40_pl1_co4_bs64_bfs2000_lr0.05_stlog,itf,48,1,40,1,4,64,2000,0.05,log,1.22054645603502e-05,-0.0001302271590967758,0.0007087660932426828
1024,itf_dm48_el1_sl40_pl3_co4_bs16_bfs2000_lr0.05_stlog,itf,48,1,40,3,4,16,2000,0.05,log,1.1007572598714156e-05,-0.00013067751013405788,0.0007088446213746537
757,itf_dm48_el1_sl20_pl3_co4_bs32_bfs4000_lr0.01_stlog,itf,48,1,20,3,4,32,4000,0.01,log,1.2637626951574608e-05,-0.00013105188012713185,0.0007098763931109781
1052,itf_dm48_el1_sl40_pl3_co4_bs128_bfs4000_lr0.05_stlog,itf,48,1,40,3,4,128,4000,0.05,log,1.0776376160806869e-05,-0.0001266335999147417,0.0007098972849731103
568,itf_dm48_el1_sl10_pl8_co4_bs64_bfs4000_lr0.05_stlog,itf,48,1,10,8,4,64,4000,0.05,log,1.1373833681514517e-05,-0.0001270756102132709,0.0007102757139697685
345,itf_dm48_el1_sl10_pl1_co4_bs64_bfs1000_lr0.01_stlog,itf,48,1,10,1,4,64,1000,0.01,log,1.2458652798599053e-05,-0.00012889615434206808,0.0007102807691778039
544,itf_dm48_el1_sl10_pl8_co4_bs16_bfs2000_lr0.05_stlog,itf,48,1,10,8,4,16,2000,0.05,log,8.732543851689117e-06,-0.00013068998860922944,0.0007108634592825209
805,itf_dm48_el1_sl20_pl8_co4_bs32_bfs500_lr0.01_stlog,itf,48,1,20,8,4,32,500,0.01,log,1.2360509642650615e-05,-0.0001281458281610021,0.0007114241803090262
569,itf_dm48_el1_sl10_pl8_co4_bs64_bfs4000_lr0.01_stlog,itf,48,1,10,8,4,64,4000,0.01,log,1.2625784000589704e-05,-0.00012678409626318277,0.0007120974493665373
41,itf_dm48_el1_sl5_pl1_co4_bs64_bfs500_lr0.01_stlog,itf,48,1,5,1,4,64,500,0.01,log,1.2845970462704328e-05,-0.00013292716800088894,0.0007130587959891672
829,itf_dm48_el1_sl20_pl8_co4_bs128_bfs1000_lr0.01_stlog,itf,48,1,20,8,4,128,1000,0.01,log,1.283246810430326e-05,-0.00012405607166663356,0.0007138606936353508
1129,itf_dm48_el1_sl40_pl8_co4_bs64_bfs2000_lr0.01_stlog,itf,48,1,40,8,4,64,2000,0.01,log,1.1808448283647758e-05,-0.0001250618648534498,0.0007139370853378509
905,itf_dm48_el1_sl40_pl1_co4_bs64_bfs500_lr0.01_stlog,itf,48,1,40,1,4,64,500,0.01,log,1.241079237486811e-05,-0.00013200312213762022,0.0007139523853089805
1097,itf_dm48_el1_sl40_pl8_co4_bs64_bfs500_lr0.01_stlog,itf,48,1,40,8,4,64,500,0.01,log,1.2576520993396194e-05,-0.00013112151355746662,0.0007155771658867866
941,itf_dm48_el1_sl40_pl1_co4_bs128_bfs2000_lr0.01_stlog,itf,48,1,40,1,4,128,2000,0.01,log,1.2611023159314247e-05,-0.00013445953028436977,0.0007161263576978919
1136,itf_dm48_el1_sl40_pl8_co4_bs16_bfs4000_lr0.05_stlog,itf,48,1,40,8,4,16,4000,0.05,log,1.147555284567223e-05,-0.00013382067601804817,0.000716476509314662
693,itf_dm48_el1_sl20_pl3_co4_bs32_bfs200_lr0.01_stlog,itf,48,1,20,3,4,32,200,0.01,log,1.0699873266171859e-05,-0.00013088867858139204,0.0007170178909484476
1029,itf_dm48_el1_sl40_pl3_co4_bs32_bfs2000_lr0.01_stlog,itf,48,1,40,3,4,32,2000,0.01,log,1.2263015941633743e-05,-0.00013241140043260182,0.000718044946513254
997,itf_dm48_el1_sl40_pl3_co4_bs32_bfs500_lr0.01_stlog,itf,48,1,40,3,4,32,500,0.01,log,1.2027341899762637e-05,-0.00013512245566350053,0.0007182564555868463
516,itf_dm48_el1_sl10_pl8_co4_bs32_bfs500_lr0.05_stlog,itf,48,1,10,8,4,32,500,0.05,log,1.1245784601452823e-05,-0.00013637208273886486,0.0007187426852875271
565,itf_dm48_el1_sl10_pl8_co4_bs32_bfs4000_lr0.01_stlog,itf,48,1,10,8,4,32,4000,0.01,log,1.257887980776588e-05,-0.00013027357922007574,0.0007188876716310325
420,itf_dm48_el1_sl10_pl3_co4_bs32_bfs500_lr0.05_stlog,itf,48,1,10,3,4,32,500,0.05,log,1.140712214285351e-05,-0.00013704562270876273,0.0007196666625900358
760,itf_dm48_el1_sl20_pl3_co4_bs64_bfs4000_lr0.05_stlog,itf,48,1,20,3,4,64,4000,0.05,log,1.1966174793921823e-05,-0.00013497429647725675,0.0007201113684209576
464,itf_dm48_el1_sl10_pl3_co4_bs16_bfs4000_lr0.05_stlog,itf,48,1,10,3,4,16,4000,0.05,log,9.42063353927123e-06,-0.0001344483656647551,0.0007209762510080231
448,itf_dm48_el1_sl10_pl3_co4_bs16_bfs2000_lr0.05_stlog,itf,48,1,10,3,4,16,2000,0.05,log,1.102909966516492e-05,-0.000137313394499931,0.0007216100732901009
1042,itf_dm48_el1_sl40_pl3_co4_bs16_bfs4000_lr0.001_stlog,itf,48,1,40,3,4,16,4000,0.001,log,1.3420707098612942e-05,-0.00013267097730074217,0.0007240665815723312
324,itf_dm48_el1_sl10_pl1_co4_bs32_bfs500_lr0.05_stlog,itf,48,1,10,1,4,32,500,0.05,log,1.0955466026045437e-05,-0.0001411222661528563,0.0007241601660449446
357,itf_dm48_el1_sl10_pl1_co4_bs32_bfs2000_lr0.01_stlog,itf,48,1,10,1,4,32,2000,0.01,log,1.2565338053812454e-05,-0.00013671960239254773,0.000724616278064257
629,itf_dm48_el1_sl20_pl1_co4_bs32_bfs1000_lr0.01_stlog,itf,48,1,20,1,4,32,1000,0.01,log,1.175485115581618e-05,-0.0001369210259457264,0.0007251090949534498
869,itf_dm48_el1_sl40_pl1_co4_bs32_bfs128_lr0.01_stlog,itf,48,1,40,1,4,32,128,0.01,log,1.1147036279129745e-05,-0.00013878150123981673,0.000727648900392223
928,itf_dm48_el1_sl40_pl1_co4_bs16_bfs2000_lr0.05_stlog,itf,48,1,40,1,4,16,2000,0.05,log,1.1108612051362679e-05,-0.00014204645026540553,0.0007288017966129163
720,itf_dm48_el1_sl20_pl3_co4_bs16_bfs1000_lr0.05_stlog,itf,48,1,20,3,4,16,1000,0.05,log,1.0208268497709954e-05,-0.00014119479902761738,0.0007289711125828905
929,itf_dm48_el1_sl40_pl1_co4_bs16_bfs2000_lr0.01_stlog,itf,48,1,40,1,4,16,2000,0.01,log,1.168344136476615e-05,-0.0001398818703077791,0.0007301705401523928
537,itf_dm48_el1_sl10_pl8_co4_bs64_bfs1000_lr0.01_stlog,itf,48,1,10,8,4,64,1000,0.01,log,1.2388437505344186e-05,-0.0001385506401122773,0.0007308476206790914
1005,itf_dm48_el1_sl40_pl3_co4_bs128_bfs500_lr0.01_stlog,itf,48,1,40,3,4,128,500,0.01,log,1.308328869104562e-05,-0.00013518781535415024,0.0007318657608312804
64,itf_dm48_el1_sl5_pl1_co4_bs16_bfs2000_lr0.05_stlog,itf,48,1,5,1,4,16,2000,0.05,log,9.443938379614123e-06,-0.00014034974732718723,0.0007340434498207933
437,itf_dm48_el1_sl10_pl3_co4_bs32_bfs1000_lr0.01_stlog,itf,48,1,10,3,4,32,1000,0.01,log,1.2018732501879769e-05,-0.00014212202910301747,0.0007352155562023211
560,itf_dm48_el1_sl10_pl8_co4_bs16_bfs4000_lr0.05_stlog,itf,48,1,10,8,4,16,4000,0.05,log,9.919697109997492e-06,-0.00014382224554350485,0.0007359024414011339
57,itf_dm48_el1_sl5_pl1_co4_bs64_bfs1000_lr0.01_stlog,itf,48,1,5,1,4,64,1000,0.01,log,1.2639440413333297e-05,-0.00014139797223914653,0.0007366626267376014
24,itf_dm48_el1_sl5_pl1_co4_bs64_bfs200_lr0.05_stlog,itf,48,1,5,1,4,64,200,0.05,log,1.2004267129110799e-05,-0.00014634531085596638,0.0007371212787288821
885,itf_dm48_el1_sl40_pl1_co4_bs32_bfs200_lr0.01_stlog,itf,48,1,40,1,4,32,200,0.01,log,1.1065951259841503e-05,-0.0001427520908528733,0.0007401618306464082
609,itf_dm48_el1_sl20_pl1_co4_bs16_bfs500_lr0.01_stlog,itf,48,1,20,1,4,16,500,0.01,log,1.171358857683148e-05,-0.0001449241187203294,0.0007407428147320237
1073,itf_dm48_el1_sl40_pl8_co4_bs16_bfs200_lr0.01_stlog,itf,48,1,40,8,4,16,200,0.01,log,1.2410199305337396e-05,-0.0001441739206103584,0.000741392299653937
265,itf_dm48_el1_sl5_pl8_co4_bs64_bfs2000_lr0.01_stlog,itf,48,1,5,8,4,64,2000,0.01,log,1.2628770892770451e-05,-0.00014514061851158546,0.0007414325516923067
513,itf_dm48_el1_sl10_pl8_co4_bs16_bfs500_lr0.01_stlog,itf,48,1,10,8,4,16,500,0.01,log,1.232315882245715e-05,-0.00014550777399781637,0.0007430005365875932
217,itf_dm48_el1_sl5_pl8_co4_bs64_bfs200_lr0.01_stlog,itf,48,1,5,8,4,64,200,0.01,log,1.217091116834714e-05,-0.00014465054054824556,0.0007442407045151703
101,itf_dm48_el1_sl5_pl3_co4_bs32_bfs128_lr0.01_stlog,itf,48,1,5,3,4,32,128,0.01,log,1.2146075840449144e-05,-0.00014556642826702186,0.0007444971226583958
432,itf_dm48_el1_sl10_pl3_co4_bs16_bfs1000_lr0.05_stlog,itf,48,1,10,3,4,16,1000,0.05,log,1.1028196377197818e-05,-0.00014705851063014433,0.0007449579413633693
241,itf_dm48_el1_sl5_pl8_co4_bs16_bfs1000_lr0.01_stlog,itf,48,1,5,8,4,16,1000,0.01,log,1.0993254644016967e-05,-0.00014731752990828706,0.0007455081609203103
1012,itf_dm48_el1_sl40_pl3_co4_bs32_bfs1000_lr0.05_stlog,itf,48,1,40,3,4,32,1000,0.05,log,1.128586962693154e-05,-0.00014689189311748244,0.000745589489460476
198,itf_dm48_el1_sl5_pl8_co4_bs32_bfs128_lr0.001_stlog,itf,48,1,5,8,4,32,128,0.001,log,1.2927063710159144e-05,-0.00014697847357790332,0.0007470470857293418
441,itf_dm48_el1_sl10_pl3_co4_bs64_bfs1000_lr0.01_stlog,itf,48,1,10,3,4,64,1000,0.01,log,1.2438904697881854e-05,-0.00014588746963435087,0.000747980119271182
517,itf_dm48_el1_sl10_pl8_co4_bs32_bfs500_lr0.01_stlog,itf,48,1,10,8,4,32,500,0.01,log,1.2695239048698655e-05,-0.0001487507667871208,0.0007492753700367852
706,itf_dm48_el1_sl20_pl3_co4_bs16_bfs500_lr0.001_stlog,itf,48,1,20,3,4,16,500,0.001,log,1.2698218181041111e-05,-0.00014467402584578907,0.0007503160774948253
1108,itf_dm48_el1_sl40_pl8_co4_bs32_bfs1000_lr0.05_stlog,itf,48,1,40,8,4,32,1000,0.05,log,1.1133423489730673e-05,-0.0001478781288464094,0.0007524240264477236
1040,itf_dm48_el1_sl40_pl3_co4_bs16_bfs4000_lr0.05_stlog,itf,48,1,40,3,4,16,4000,0.05,log,1.0104269037752671e-05,-0.00015174208403509297,0.0007528666703346647
656,itf_dm48_el1_sl20_pl1_co4_bs16_bfs4000_lr0.05_stlog,itf,48,1,20,1,4,16,4000,0.05,log,1.0404800676198076e-05,-0.00015403819932959363,0.0007533118677906418
977,itf_dm48_el1_sl40_pl3_co4_bs16_bfs200_lr0.01_stlog,itf,48,1,40,3,4,16,200,0.01,log,1.1540156298570753e-05,-0.00015050306119822462,0.000753650105199443
809,itf_dm48_el1_sl20_pl8_co4_bs64_bfs500_lr0.01_stlog,itf,48,1,20,8,4,64,500,0.01,log,1.2828213864833225e-05,-0.00014983581152130292,0.0007537033938114413
1140,itf_dm48_el1_sl40_pl8_co4_bs32_bfs4000_lr0.05_stlog,itf,48,1,40,8,4,32,4000,0.05,log,1.1104339104700382e-05,-0.00014981834916819774,0.000754162711923744
637,itf_dm48_el1_sl20_pl1_co4_bs128_bfs1000_lr0.01_stlog,itf,48,1,20,1,4,128,1000,0.01,log,1.220674764121837e-05,-0.00015073242498811652,0.0007588178113279269
368,itf_dm48_el1_sl10_pl1_co4_bs16_bfs4000_lr0.05_stlog,itf,48,1,10,1,4,16,4000,0.05,log,9.061241734681412e-06,-0.00015742260154985198,0.0007620244190035034
5,itf_dm48_el1_sl5_pl1_co4_bs32_bfs128_lr0.01_stlog,itf,48,1,5,1,4,32,128,0.01,log,1.1192152023687134e-05,-0.0001545154578215164,0.000763034249522121
561,itf_dm48_el1_sl10_pl8_co4_bs16_bfs4000_lr0.01_stlog,itf,48,1,10,8,4,16,4000,0.01,log,1.1907298452307864e-05,-0.00015788854384217715,0.0007640814554700927
877,itf_dm48_el1_sl40_pl1_co4_bs128_bfs128_lr0.01_stlog,itf,48,1,40,1,4,128,128,0.01,log,1.2497446385315307e-05,-0.00016041825546989595,0.0007643477342067165
793,itf_dm48_el1_sl20_pl8_co4_bs64_bfs200_lr0.01_stlog,itf,48,1,20,8,4,64,200,0.01,log,1.2380351125099523e-05,-0.00015566924359324648,0.000764636429181847
961,itf_dm48_el1_sl40_pl3_co4_bs16_bfs128_lr0.01_stlog,itf,48,1,40,3,4,16,128,0.01,log,1.2736429458643026e-05,-0.00015851884663864143,0.0007675524610946689
996,itf_dm48_el1_sl40_pl3_co4_bs32_bfs500_lr0.05_stlog,itf,48,1,40,3,4,32,500,0.05,log,1.1920998523734625e-05,-0.0001592284212474258,0.0007682872183404315
1089,itf_dm48_el1_sl40_pl8_co4_bs16_bfs500_lr0.01_stlog,itf,48,1,40,8,4,16,500,0.01,log,1.1393963363731565e-05,-0.00016307337574642412,0.000773003245170588
681,itf_dm48_el1_sl20_pl3_co4_bs64_bfs128_lr0.01_stlog,itf,48,1,20,3,4,64,128,0.01,log,1.1332985195489607e-05,-0.0001624164355918242,0.0007780049698674897
1044,itf_dm48_el1_sl40_pl3_co4_bs32_bfs4000_lr0.05_stlog,itf,48,1,40,3,4,32,4000,0.05,log,1.1280555063929512e-05,-0.00016722579774641625,0.0007791337995709629
1105,itf_dm48_el1_sl40_pl8_co4_bs16_bfs1000_lr0.01_stlog,itf,48,1,40,8,4,16,1000,0.01,log,1.1911497255102628e-05,-0.00016239514009406923,0.0007800050843637977
48,itf_dm48_el1_sl5_pl1_co4_bs16_bfs1000_lr0.05_stlog,itf,48,1,5,1,4,16,1000,0.05,log,1.143720776166984e-05,-0.00016611982576371755,0.0007810124693374991
1137,itf_dm48_el1_sl40_pl8_co4_bs16_bfs4000_lr0.01_stlog,itf,48,1,40,8,4,16,4000,0.01,log,1.1456770896768153e-05,-0.00016204529975753302,0.0007811005055091695
756,itf_dm48_el1_sl20_pl3_co4_bs32_bfs4000_lr0.05_stlog,itf,48,1,20,3,4,32,4000,0.05,log,1.179843966747407e-05,-0.00016605985646574086,0.0007819072987643908
117,itf_dm48_el1_sl5_pl3_co4_bs32_bfs200_lr0.01_stlog,itf,48,1,5,3,4,32,200,0.01,log,1.1186255197250807e-05,-0.0001653448862943582,0.0007857511648113507
1028,itf_dm48_el1_sl40_pl3_co4_bs32_bfs2000_lr0.05_stlog,itf,48,1,40,3,4,32,2000,0.05,log,1.1354492441881692e-05,-0.00017091527905122635,0.0007868117688929629
97,itf_dm48_el1_sl5_pl3_co4_bs16_bfs128_lr0.01_stlog,itf,48,1,5,3,4,16,128,0.01,log,1.1058171079766444e-05,-0.00016690203239552856,0.0007879488005490604
1068,itf_dm48_el1_sl40_pl8_co4_bs128_bfs128_lr0.05_stlog,itf,48,1,40,8,4,128,128,0.05,log,1.1656235652479543e-05,-0.00016659183612501363,0.0007881551469706153
633,itf_dm48_el1_sl20_pl1_co4_bs64_bfs1000_lr0.01_stlog,itf,48,1,20,1,4,64,1000,0.01,log,1.1853635312875533e-05,-0.00016748821872064308,0.0007887774030673677
1049,itf_dm48_el1_sl40_pl3_co4_bs64_bfs4000_lr0.01_stlog,itf,48,1,40,3,4,64,4000,0.01,log,1.2004130183816122e-05,-0.00016967851301453226,0.0007948864634345708
553,itf_dm48_el1_sl10_pl8_co4_bs64_bfs2000_lr0.01_stlog,itf,48,1,10,8,4,64,2000,0.01,log,1.2862622597759955e-05,-0.000168110533713075,0.0007953469461223102
1120,itf_dm48_el1_sl40_pl8_co4_bs16_bfs2000_lr0.05_stlog,itf,48,1,40,8,4,16,2000,0.05,log,8.24780677375676e-06,-0.00017385980319021372,0.0007960394211122705
948,itf_dm48_el1_sl40_pl1_co4_bs32_bfs4000_lr0.05_stlog,itf,48,1,40,1,4,32,4000,0.05,log,1.1872044339122337e-05,-0.00017378358976667977,0.0007968389161283636
612,itf_dm48_el1_sl20_pl1_co4_bs32_bfs500_lr0.05_stlog,itf,48,1,20,1,4,32,500,0.05,log,1.0923885797902507e-05,-0.0001760896005579193,0.0007968702318160504
1125,itf_dm48_el1_sl40_pl8_co4_bs32_bfs2000_lr0.01_stlog,itf,48,1,40,8,4,32,2000,0.01,log,1.1152641433638684e-05,-0.00016999009984171266,0.0007976852113593531
708,itf_dm48_el1_sl20_pl3_co4_bs32_bfs500_lr0.05_stlog,itf,48,1,20,3,4,32,500,0.05,log,1.1526731442790218e-05,-0.0001746188592824686,0.0007985536678139957
213,itf_dm48_el1_sl5_pl8_co4_bs32_bfs200_lr0.01_stlog,itf,48,1,5,8,4,32,200,0.01,log,1.1064622459685224e-05,-0.0001726972033246712,0.0008001536810201671
785,itf_dm48_el1_sl20_pl8_co4_bs16_bfs200_lr0.01_stlog,itf,48,1,20,8,4,16,200,0.01,log,1.166607876288572e-05,-0.00017221036061348472,0.0008050134795007262
372,itf_dm48_el1_sl10_pl1_co4_bs32_bfs4000_lr0.05_stlog,itf,48,1,10,1,4,32,4000,0.05,log,1.1325480158720473e-05,-0.00017839067103361892,0.000805949293607677
661,itf_dm48_el1_sl20_pl1_co4_bs32_bfs4000_lr0.01_stlog,itf,48,1,20,1,4,32,4000,0.01,log,1.2103661561832404e-05,-0.00017748039123511488,0.0008062629281409653
293,itf_dm48_el1_sl10_pl1_co4_bs32_bfs128_lr0.01_stlog,itf,48,1,10,1,4,32,128,0.01,log,1.1566088291956229e-05,-0.00017559962952590213,0.00080637416092464
361,itf_dm48_el1_sl10_pl1_co4_bs64_bfs2000_lr0.01_stlog,itf,48,1,10,1,4,64,2000,0.01,log,1.2470103222546336e-05,-0.00017463237961393542,0.000806950728972065
148,itf_dm48_el1_sl5_pl3_co4_bs32_bfs1000_lr0.05_stlog,itf,48,1,5,3,4,32,1000,0.05,log,1.015874914359787e-05,-0.00017933235634987402,0.0008079663913183908
888,itf_dm48_el1_sl40_pl1_co4_bs64_bfs200_lr0.05_stlog,itf,48,1,40,1,4,64,200,0.05,log,1.1550064097022106e-05,-0.0001826865063589661,0.0008085645962601512
